Ano;Dia;Hora;Casa;Fora;GC;GF;Res
2014;11/05/2014;20:00:00;Chapecoense-SC;Gremio;1;2;F
2014;11/05/2014;20:00:00;Fluminense;Flamengo RJ;2;0;C
2014;11/05/2014;20:00:00;Sao Paulo;Corinthians;1;1;e
2014;11/05/2014;22:30:00;Bahia;Vitoria;1;1;e
2014;11/05/2014;22:30:00;Coritiba;Sport Recife;0;1;F
2014;11/05/2014;22:30:00;Figueirense;Santos;0;2;F
2014;15/05/2014;02:00:00;Goias;Botafogo RJ;2;0;C
2014;17/05/2014;22:30:00;Cruzeiro;Coritiba;3;2;C
2014;18/05/2014;20:00:00;Atletico-PR;Chapecoense-SC;1;1;e
2014;18/05/2014;20:00:00;Corinthians;Figueirense;0;1;F
2014;18/05/2014;20:00:00;Flamengo RJ;Sao Paulo;0;2;F
2014;18/05/2014;20:00:00;Gremio;Fluminense;1;0;C
2014;18/05/2014;22:30:00;Criciuma;Internacional;0;0;e
2014;18/05/2014;22:30:00;Santos;Atletico-MG;1;2;F
2014;18/05/2014;22:30:00;Vitoria;Palmeiras;0;1;F
2014;21/05/2014;23:30:00;Coritiba;Internacional;1;1;e
2014;21/05/2014;23:30:00;Flamengo RJ;Bahia;1;1;e
2014;22/05/2014;01:00:00;Criciuma;Chapecoense-SC;1;0;C
2014;22/05/2014;01:00:00;Cruzeiro;Sport Recife;2;0;C
2014;22/05/2014;02:00:00;Corinthians;Atletico-PR;1;1;e
2014;22/05/2014;02:00:00;Fluminense;Sao Paulo;5;2;C
2014;22/05/2014;02:00:00;Gremio;Botafogo RJ;2;1;C
2014;22/05/2014;23:30:00;Goias;Santos;2;2;e
2014;22/05/2014;23:30:00;Palmeiras;Figueirense;1;0;C
2014;23/05/2014;01:00:00;Vitoria;Atletico-MG;2;3;F
2014;24/05/2014;22:30:00;Bahia;Fluminense;0;1;F
2014;25/05/2014;01:00:00;Sao Paulo;Gremio;1;0;C
2014;25/05/2014;20:00:00;Atletico-PR;Coritiba;2;0;C
2014;25/05/2014;20:00:00;Figueirense;Goias;0;1;F
2014;25/05/2014;20:00:00;Santos;Flamengo RJ;0;0;e
2014;25/05/2014;20:00:00;Sport Recife;Corinthians;1;4;F
2014;25/05/2014;22:30:00;Atletico-MG;Criciuma;0;0;e
2014;25/05/2014;22:30:00;Botafogo RJ;Vitoria;1;1;e
2014;25/05/2014;22:30:00;Chapecoense-SC;Palmeiras;2;0;C
2014;25/05/2014;22:30:00;Internacional;Cruzeiro;1;3;F
2014;28/05/2014;23:30:00;Criciuma;Coritiba;1;0;C
2014;28/05/2014;23:30:00;Palmeiras;Botafogo RJ;0;2;F
2014;28/05/2014;23:30:00;Sport Recife;Gremio;0;0;e
2014;29/05/2014;01:00:00;Goias;Vitoria;0;0;e
2014;29/05/2014;01:00:00;Internacional;Chapecoense-SC;2;0;C
2014;29/05/2014;02:00:00;Atletico-MG;Fluminense;2;0;C
2014;29/05/2014;02:00:00;Atletico-PR;Sao Paulo;2;2;e
2014;29/05/2014;02:00:00;Corinthians;Cruzeiro;1;0;C
2014;29/05/2014;23:30:00;Flamengo RJ;Figueirense;1;1;e
2014;30/05/2014;01:00:00;Bahia;Santos;0;2;F
2014;31/05/2014;22:30:00;Coritiba;Goias;3;0;C
2014;31/05/2014;22:30:00;Sao Paulo;Atletico-MG;2;1;C
2014;01/06/2014;01:00:00;Vitoria;Sport Recife;0;1;F
2014;01/06/2014;20:00:00;Chapecoense-SC;Bahia;2;1;C
2014;01/06/2014;20:00:00;Corinthians;Botafogo RJ;1;1;e
2014;01/06/2014;20:00:00;Cruzeiro;Flamengo RJ;3;0;C
2014;01/06/2014;20:00:00;Gremio;Palmeiras;0;0;e
2014;01/06/2014;22:30:00;Figueirense;Atletico-PR;1;3;F
2014;01/06/2014;22:30:00;Fluminense;Internacional;1;1;e
2014;01/06/2014;22:30:00;Santos;Criciuma;2;0;C
2014;05/06/2014;01:00:00;Sport Recife;Bahia;1;0;C
2014;16/07/2014;23:30:00;Coritiba;Figueirense;0;2;F
2014;16/07/2014;23:30:00;Gremio;Goias;0;0;e
2014;16/07/2014;23:30:00;Sport Recife;Botafogo RJ;1;0;C
2014;17/07/2014;02:00:00;Bahia;Sao Paulo;0;2;F
2014;17/07/2014;02:00:00;Criciuma;Fluminense;3;2;C
2014;17/07/2014;02:00:00;Flamengo RJ;Atletico-PR;1;2;F
2014;17/07/2014;23:30:00;Corinthians;Internacional;2;1;C
2014;17/07/2014;23:30:00;Santos;Palmeiras;2;0;C
2014;18/07/2014;01:00:00;Cruzeiro;Vitoria;3;1;C
2014;19/07/2014;22:30:00;Atletico-MG;Bahia;1;1;e
2014;19/07/2014;22:30:00;Figueirense;Gremio;0;1;F
2014;19/07/2014;22:30:00;Sao Paulo;Chapecoense-SC;0;1;F
2014;20/07/2014;01:00:00;Botafogo RJ;Coritiba;1;0;C
2014;20/07/2014;20:00:00;Internacional;Flamengo RJ;4;0;C
2014;20/07/2014;20:00:00;Palmeiras;Cruzeiro;1;2;F
2014;20/07/2014;20:00:00;Vitoria;Corinthians;0;0;e
2014;20/07/2014;22:30:00;Atletico-PR;Criciuma;2;0;C
2014;20/07/2014;22:30:00;Fluminense;Santos;1;0;C
2014;20/07/2014;22:30:00;Goias;Sport Recife;0;0;e
2014;26/07/2014;22:30:00;Criciuma;Vitoria;1;3;F
2014;26/07/2014;22:30:00;Cruzeiro;Figueirense;5;0;C
2014;26/07/2014;22:30:00;Santos;Chapecoense-SC;3;0;C
2014;27/07/2014;01:00:00;Bahia;Internacional;0;1;F
2014;27/07/2014;20:00:00;Atletico-PR;Fluminense;0;3;F
2014;27/07/2014;20:00:00;Corinthians;Palmeiras;2;0;C
2014;27/07/2014;20:00:00;Goias;Sao Paulo;2;1;C
2014;27/07/2014;20:00:00;Sport Recife;Atletico-MG;2;1;C
2014;27/07/2014;22:30:00;Flamengo RJ;Botafogo RJ;1;0;C
2014;27/07/2014;22:30:00;Gremio;Coritiba;2;3;F
2014;02/08/2014;22:30:00;Botafogo RJ;Cruzeiro;1;1;e
2014;02/08/2014;22:30:00;Sao Paulo;Criciuma;1;1;e
2014;03/08/2014;01:00:00;Vitoria;Gremio;2;1;C
2014;03/08/2014;20:00:00;Chapecoense-SC;Flamengo RJ;1;0;C
2014;03/08/2014;20:00:00;Coritiba;Corinthians;0;0;e
2014;03/08/2014;20:00:00;Figueirense;Sport Recife;3;0;C
2014;03/08/2014;20:00:00;Palmeiras;Bahia;1;1;e
2014;03/08/2014;22:30:00;Atletico-MG;Atletico-PR;3;1;C
2014;03/08/2014;22:30:00;Fluminense;Goias;2;0;C
2014;03/08/2014;22:30:00;Internacional;Santos;1;0;C
2014;07/08/2014;01:00:00;Chapecoense-SC;Atletico-MG;1;1;e
2014;09/08/2014;22:30:00;Bahia;Goias;1;0;C
2014;09/08/2014;22:30:00;Criciuma;Cruzeiro;0;0;e
2014;10/08/2014;01:00:00;Fluminense;Coritiba;1;1;e
2014;10/08/2014;20:00:00;Atletico-PR;Botafogo RJ;2;0;C
2014;10/08/2014;20:00:00;Flamengo RJ;Sport Recife;1;0;C
2014;10/08/2014;20:00:00;Internacional;Gremio;2;0;C
2014;10/08/2014;20:00:00;Santos;Corinthians;0;1;F
2014;10/08/2014;22:30:00;Atletico-MG;Palmeiras;2;1;C
2014;10/08/2014;22:30:00;Chapecoense-SC;Figueirense;0;1;F
2014;10/08/2014;22:30:00;Sao Paulo;Vitoria;3;1;C
2014;16/08/2014;22:30:00;Goias;Internacional;0;1;F
2014;17/08/2014;01:00:00;Corinthians;Bahia;1;1;e
2014;17/08/2014;20:00:00;Coritiba;Flamengo RJ;0;1;F
2014;17/08/2014;20:00:00;Cruzeiro;Santos;3;0;C
2014;17/08/2014;20:00:00;Gremio;Criciuma;2;0;C
2014;17/08/2014;20:00:00;Palmeiras;Sao Paulo;1;2;F
2014;17/08/2014;20:00:00;Vitoria;Chapecoense-SC;0;0;e
2014;17/08/2014;22:30:00;Botafogo RJ;Fluminense;2;0;C
2014;17/08/2014;22:30:00;Figueirense;Atletico-MG;2;2;e
2014;17/08/2014;22:30:00;Sport Recife;Atletico-PR;1;1;e
2014;20/08/2014;23:30:00;Figueirense;Botafogo RJ;1;0;C
2014;20/08/2014;23:30:00;Santos;Atletico-PR;2;0;C
2014;20/08/2014;23:30:00;Sport Recife;Palmeiras;2;1;C
2014;21/08/2014;01:00:00;Bahia;Criciuma;0;0;e
2014;21/08/2014;01:00:00;Coritiba;Vitoria;2;0;C
2014;21/08/2014;02:00:00;Chapecoense-SC;Fluminense;1;0;C
2014;21/08/2014;02:00:00;Flamengo RJ;Atletico-MG;2;1;C
2014;21/08/2014;02:00:00;Internacional;Sao Paulo;0;1;F
2014;21/08/2014;23:30:00;Corinthians;Goias;5;2;C
2014;22/08/2014;00:30:00;Cruzeiro;Gremio;1;0;C
2014;23/08/2014;22:30:00;Atletico-MG;Internacional;1;0;C
2014;23/08/2014;22:30:00;Botafogo RJ;Chapecoense-SC;1;0;C
2014;24/08/2014;01:00:00;Palmeiras;Coritiba;1;0;C
2014;24/08/2014;20:00:00;Criciuma;Flamengo RJ;0;2;F
2014;24/08/2014;20:00:00;Fluminense;Sport Recife;4;0;C
2014;24/08/2014;20:00:00;Gremio;Corinthians;2;1;C
2014;24/08/2014;20:00:00;Sao Paulo;Santos;2;1;C
2014;24/08/2014;20:00:00;Vitoria;Figueirense;0;1;F
2014;24/08/2014;22:30:00;Atletico-PR;Bahia;0;0;e
2014;24/08/2014;22:30:00;Goias;Cruzeiro;0;1;F
2014;30/08/2014;22:30:00;Cruzeiro;Chapecoense-SC;4;2;C
2014;30/08/2014;22:30:00;Palmeiras;Internacional;0;1;F
2014;31/08/2014;20:00:00;Botafogo RJ;Santos;1;0;C
2014;31/08/2014;20:00:00;Corinthians;Fluminense;1;1;e
2014;31/08/2014;20:00:00;Coritiba;Atletico-MG;0;0;e
2014;31/08/2014;20:00:00;Figueirense;Sao Paulo;1;1;e
2014;31/08/2014;20:00:00;Sport Recife;Criciuma;2;0;C
2014;31/08/2014;22:30:00;Goias;Atletico-PR;3;1;C
2014;31/08/2014;22:30:00;Gremio;Bahia;1;0;C
2014;31/08/2014;22:30:00;Vitoria;Flamengo RJ;1;2;F
2014;06/09/2014;22:30:00;Flamengo RJ;Gremio;0;1;F
2014;06/09/2014;22:30:00;Santos;Vitoria;3;1;C
2014;07/09/2014;01:00:00;Chapecoense-SC;Goias;0;0;e
2014;07/09/2014;20:00:00;Atletico-MG;Botafogo RJ;1;0;C
2014;07/09/2014;20:00:00;Criciuma;Corinthians;0;0;e
2014;07/09/2014;20:00:00;Fluminense;Cruzeiro;3;3;e
2014;07/09/2014;20:00:00;Sao Paulo;Sport Recife;2;0;C
2014;07/09/2014;22:30:00;Atletico-PR;Palmeiras;1;1;e
2014;07/09/2014;22:30:00;Bahia;Coritiba;0;0;e
2014;07/09/2014;22:30:00;Internacional;Figueirense;2;3;F
2014;10/09/2014;23:30:00;Figueirense;Fluminense;1;1;e
2014;10/09/2014;23:30:00;Gremio;Atletico-PR;1;0;C
2014;10/09/2014;23:30:00;Palmeiras;Criciuma;1;0;C
2014;11/09/2014;01:00:00;Coritiba;Chapecoense-SC;3;0;C
2014;11/09/2014;01:00:00;Sport Recife;Santos;3;1;C
2014;11/09/2014;02:00:00;Botafogo RJ;Sao Paulo;2;4;F
2014;11/09/2014;02:00:00;Goias;Flamengo RJ;1;0;C
2014;11/09/2014;02:00:00;Vitoria;Internacional;2;0;C
2014;11/09/2014;23:30:00;Corinthians;Atletico-MG;1;0;C
2014;12/09/2014;00:30:00;Cruzeiro;Bahia;2;1;C
2014;13/09/2014;22:30:00;Chapecoense-SC;Sport Recife;3;1;C
2014;13/09/2014;22:30:00;Fluminense;Palmeiras;3;0;C
2014;14/09/2014;01:00:00;Santos;Coritiba;2;1;C
2014;14/09/2014;20:00:00;Bahia;Figueirense;3;0;C
2014;14/09/2014;20:00:00;Flamengo RJ;Corinthians;1;0;C
2014;14/09/2014;20:00:00;Internacional;Botafogo RJ;2;0;C
2014;14/09/2014;20:00:00;Sao Paulo;Cruzeiro;2;0;C
2014;14/09/2014;22:30:00;Atletico-MG;Gremio;0;0;e
2014;14/09/2014;22:30:00;Atletico-PR;Vitoria;2;0;C
2014;14/09/2014;22:30:00;Criciuma;Goias;1;0;C
2014;17/09/2014;23:30:00;Cruzeiro;Atletico-PR;2;0;C
2014;17/09/2014;23:30:00;Vitoria;Fluminense;3;1;C
2014;18/09/2014;01:00:00;Figueirense;Criciuma;1;1;e
2014;18/09/2014;01:00:00;Sport Recife;Internacional;0;0;e
2014;18/09/2014;02:00:00;Botafogo RJ;Bahia;2;3;F
2014;18/09/2014;02:00:00;Coritiba;Sao Paulo;3;1;C
2014;18/09/2014;02:00:00;Palmeiras;Flamengo RJ;2;2;e
2014;18/09/2014;23:30:00;Corinthians;Chapecoense-SC;1;1;e
2014;18/09/2014;23:30:00;Goias;Atletico-MG;2;3;F
2014;19/09/2014;00:30:00;Gremio;Santos;0;0;e
2014;20/09/2014;22:30:00;Atletico-PR;Internacional;0;1;F
2014;21/09/2014;01:00:00;Criciuma;Botafogo RJ;1;1;e
2014;21/09/2014;20:00:00;Corinthians;Sao Paulo;3;2;C
2014;21/09/2014;20:00:00;Cruzeiro;Atletico-MG;2;3;F
2014;21/09/2014;20:00:00;Flamengo RJ;Fluminense;1;1;e
2014;21/09/2014;20:00:00;Sport Recife;Coritiba;1;0;C
2014;21/09/2014;20:00:00;Vitoria;Bahia;2;1;C
2014;21/09/2014;22:30:00;Goias;Palmeiras;6;0;C
2014;21/09/2014;22:30:00;Gremio;Chapecoense-SC;1;0;C
2014;21/09/2014;22:30:00;Santos;Figueirense;3;1;C
2014;24/09/2014;23:30:00;Coritiba;Cruzeiro;1;2;F
2014;24/09/2014;23:30:00;Internacional;Criciuma;3;0;C
2014;25/09/2014;01:00:00;Bahia;Sport Recife;1;0;C
2014;25/09/2014;01:00:00;Chapecoense-SC;Atletico-PR;3;0;C
2014;25/09/2014;02:00:00;Figueirense;Corinthians;1;0;C
2014;25/09/2014;02:00:00;Fluminense;Gremio;0;0;e
2014;25/09/2014;02:00:00;Sao Paulo;Flamengo RJ;2;2;e
2014;25/09/2014;23:30:00;Botafogo RJ;Goias;1;0;C
2014;25/09/2014;23:30:00;Palmeiras;Vitoria;2;0;C
2014;26/09/2014;00:30:00;Atletico-MG;Santos;3;2;C
2014;27/09/2014;22:30:00;Chapecoense-SC;Criciuma;1;1;e
2014;27/09/2014;22:30:00;Sport Recife;Cruzeiro;0;0;e
2014;28/09/2014;01:00:00;Sao Paulo;Fluminense;1;3;F
2014;28/09/2014;20:00:00;Atletico-MG;Vitoria;2;0;C
2014;28/09/2014;20:00:00;Atletico-PR;Corinthians;1;0;C
2014;28/09/2014;20:00:00;Bahia;Flamengo RJ;2;1;C
2014;28/09/2014;20:00:00;Botafogo RJ;Gremio;0;2;F
2014;28/09/2014;22:30:00;Figueirense;Palmeiras;3;1;C
2014;28/09/2014;22:30:00;Internacional;Coritiba;4;2;C
2014;28/09/2014;22:30:00;Santos;Goias;2;0;C
2014;02/10/2014;23:30:00;Palmeiras;Chapecoense-SC;4;2;C
2014;04/10/2014;20:20:00;Coritiba;Atletico-PR;1;0;C
2014;04/10/2014;20:20:00;Flamengo RJ;Santos;0;1;F
2014;04/10/2014;20:20:00;Fluminense;Bahia;1;1;e
2014;04/10/2014;20:20:00;Gremio;Sao Paulo;0;1;F
2014;04/10/2014;20:20:00;Vitoria;Botafogo RJ;2;1;C
2014;04/10/2014;22:30:00;Corinthians;Sport Recife;3;0;C
2014;04/10/2014;22:30:00;Criciuma;Atletico-MG;3;1;C
2014;04/10/2014;22:30:00;Cruzeiro;Internacional;2;1;C
2014;05/10/2014;01:00:00;Goias;Figueirense;1;0;C
2014;08/10/2014;23:30:00;Botafogo RJ;Palmeiras;0;1;F
2014;08/10/2014;23:30:00;Coritiba;Criciuma;1;0;C
2014;08/10/2014;23:30:00;Sao Paulo;Atletico-PR;1;0;C
2014;09/10/2014;01:00:00;Vitoria;Goias;2;2;e
2014;09/10/2014;02:00:00;Cruzeiro;Corinthians;0;1;F
2014;09/10/2014;02:00:00;Figueirense;Flamengo RJ;1;2;F
2014;09/10/2014;02:00:00;Gremio;Sport Recife;2;0;C
2014;09/10/2014;23:30:00;Fluminense;Atletico-MG;0;0;e
2014;09/10/2014;23:30:00;Santos;Bahia;1;0;C
2014;10/10/2014;00:30:00;Chapecoense-SC;Internacional;5;0;C
2014;11/10/2014;22:30:00;Botafogo RJ;Corinthians;1;0;C
2014;11/10/2014;22:30:00;Goias;Coritiba;3;0;C
2014;12/10/2014;01:00:00;Palmeiras;Gremio;2;1;C
2014;12/10/2014;20:00:00;Atletico-MG;Sao Paulo;1;0;C
2014;12/10/2014;20:00:00;Bahia;Chapecoense-SC;0;1;F
2014;12/10/2014;20:00:00;Flamengo RJ;Cruzeiro;3;0;C
2014;12/10/2014;20:00:00;Internacional;Fluminense;2;1;C
2014;12/10/2014;22:30:00;Atletico-PR;Figueirense;3;0;C
2014;12/10/2014;22:30:00;Criciuma;Santos;3;0;C
2014;12/10/2014;22:30:00;Sport Recife;Vitoria;1;2;F
2014;18/10/2014;22:30:00;Fluminense;Criciuma;4;2;C
2014;18/10/2014;22:30:00;Goias;Gremio;0;0;e
2014;18/10/2014;22:30:00;Sao Paulo;Bahia;2;1;C
2014;19/10/2014;01:00:00;Atletico-MG;Chapecoense-SC;1;0;C
2014;19/10/2014;19:00:00;Atletico-PR;Flamengo RJ;2;1;C
2014;19/10/2014;19:00:00;Figueirense;Coritiba;4;0;C
2014;19/10/2014;19:00:00;Internacional;Corinthians;1;2;F
2014;19/10/2014;19:00:00;Palmeiras;Santos;1;3;F
2014;19/10/2014;21:30:00;Botafogo RJ;Sport Recife;1;1;e
2014;19/10/2014;21:30:00;Vitoria;Cruzeiro;0;1;F
2014;22/10/2014;00:50:00;Bahia;Atletico-MG;1;1;e
2014;22/10/2014;22:30:00;Corinthians;Vitoria;2;1;C
2014;22/10/2014;22:30:00;Criciuma;Atletico-PR;0;1;F
2014;22/10/2014;22:30:00;Cruzeiro;Palmeiras;1;1;e
2014;22/10/2014;22:30:00;Flamengo RJ;Internacional;2;0;C
2014;23/10/2014;00:00:00;Coritiba;Botafogo RJ;2;0;C
2014;23/10/2014;00:00:00;Gremio;Figueirense;1;0;C
2014;23/10/2014;01:00:00;Chapecoense-SC;Sao Paulo;0;0;e
2014;23/10/2014;01:00:00;Santos;Fluminense;0;1;F
2014;23/10/2014;01:30:00;Sport Recife;Goias;0;1;F
2014;25/10/2014;19:20:00;Figueirense;Cruzeiro;1;1;e
2014;25/10/2014;19:20:00;Fluminense;Atletico-PR;2;1;C
2014;25/10/2014;19:20:00;Palmeiras;Corinthians;1;1;e
2014;25/10/2014;21:30:00;Atletico-MG;Sport Recife;3;2;C
2014;25/10/2014;21:30:00;Chapecoense-SC;Santos;1;1;e
2014;25/10/2014;21:30:00;Coritiba;Gremio;1;1;e
2014;25/10/2014;21:30:00;Vitoria;Criciuma;3;1;C
2014;26/10/2014;00:00:00;Botafogo RJ;Flamengo RJ;2;1;C
2014;26/10/2014;00:00:00;Internacional;Bahia;2;0;C
2014;27/10/2014;22:30:00;Sao Paulo;Goias;3;0;C
2014;01/11/2014;21:30:00;Goias;Fluminense;0;2;F
2014;01/11/2014;21:30:00;Gremio;Vitoria;1;0;C
2014;01/11/2014;23:00:00;Corinthians;Coritiba;2;2;e
2014;02/11/2014;19:00:00;Criciuma;Sao Paulo;1;2;F
2014;02/11/2014;19:00:00;Cruzeiro;Botafogo RJ;2;1;C
2014;02/11/2014;19:00:00;Santos;Internacional;1;2;F
2014;02/11/2014;19:00:00;Sport Recife;Figueirense;1;0;C
2014;02/11/2014;21:30:00;Atletico-PR;Atletico-MG;1;0;C
2014;02/11/2014;21:30:00;Flamengo RJ;Chapecoense-SC;3;0;C
2014;02/11/2014;22:00:00;Bahia;Palmeiras;0;1;F
2014;08/11/2014;21:30:00;Coritiba;Fluminense;1;0;C
2014;08/11/2014;21:30:00;Palmeiras;Atletico-MG;0;2;F
2014;08/11/2014;23:00:00;Botafogo RJ;Atletico-PR;0;2;F
2014;09/11/2014;19:00:00;Figueirense;Chapecoense-SC;1;0;C
2014;09/11/2014;19:00:00;Gremio;Internacional;4;1;C
2014;09/11/2014;19:00:00;Sport Recife;Flamengo RJ;2;2;e
2014;09/11/2014;19:00:00;Vitoria;Sao Paulo;1;2;F
2014;09/11/2014;21:30:00;Corinthians;Santos;1;0;C
2014;09/11/2014;21:30:00;Cruzeiro;Criciuma;3;1;C
2014;09/11/2014;21:30:00;Goias;Bahia;3;0;C
2014;13/11/2014;00:00:00;Sao Paulo;Internacional;1;1;e
2014;15/11/2014;21:30:00;Criciuma;Gremio;0;3;F
2014;15/11/2014;21:30:00;Fluminense;Botafogo RJ;1;0;C
2014;16/11/2014;19:00:00;Atletico-PR;Sport Recife;0;1;F
2014;16/11/2014;19:00:00;Bahia;Corinthians;1;2;F
2014;16/11/2014;19:00:00;Flamengo RJ;Coritiba;3;2;C
2014;16/11/2014;19:00:00;Internacional;Goias;1;0;C
2014;16/11/2014;19:00:00;Santos;Cruzeiro;0;1;F
2014;16/11/2014;21:30:00;Atletico-MG;Figueirense;1;1;e
2014;16/11/2014;21:30:00;Chapecoense-SC;Vitoria;0;1;F
2014;16/11/2014;21:30:00;Sao Paulo;Palmeiras;2;0;C
2014;19/11/2014;21:30:00;Atletico-PR;Santos;1;1;e
2014;19/11/2014;21:30:00;Botafogo RJ;Figueirense;0;1;F
2014;19/11/2014;23:00:00;Criciuma;Bahia;0;1;F
2014;19/11/2014;23:00:00;Goias;Corinthians;0;1;F
2014;19/11/2014;23:00:00;Vitoria;Coritiba;1;1;e
2014;20/11/2014;00:00:00;Atletico-MG;Flamengo RJ;4;0;C
2014;20/11/2014;00:00:00;Palmeiras;Sport Recife;0;2;F
2014;20/11/2014;21:30:00;Fluminense;Chapecoense-SC;1;4;F
2014;20/11/2014;23:50:00;Gremio;Cruzeiro;1;2;F
2014;22/11/2014;21:30:00;Internacional;Atletico-MG;2;1;C
2014;22/11/2014;23:00:00;Bahia;Atletico-PR;1;2;F
2014;23/11/2014;19:00:00;Cruzeiro;Goias;2;1;C
2014;23/11/2014;19:00:00;Figueirense;Vitoria;2;0;C
2014;23/11/2014;19:00:00;Flamengo RJ;Criciuma;1;1;e
2014;23/11/2014;19:00:00;Santos;Sao Paulo;0;1;F
2014;23/11/2014;19:00:00;Sport Recife;Fluminense;2;2;e
2014;23/11/2014;21:30:00;Chapecoense-SC;Botafogo RJ;2;0;C
2014;23/11/2014;21:30:00;Corinthians;Gremio;1;0;C
2014;23/11/2014;21:30:00;Coritiba;Palmeiras;2;0;C
2014;29/11/2014;21:30:00;Criciuma;Sport Recife;2;2;e
2014;29/11/2014;21:30:00;Internacional;Palmeiras;3;1;C
2014;29/11/2014;23:00:00;Flamengo RJ;Vitoria;4;0;C
2014;30/11/2014;19:00:00;Chapecoense-SC;Cruzeiro;1;1;e
2014;30/11/2014;19:00:00;Fluminense;Corinthians;5;2;C
2014;30/11/2014;19:00:00;Santos;Botafogo RJ;2;0;C
2014;30/11/2014;19:00:00;Sao Paulo;Figueirense;1;1;e
2014;30/11/2014;21:30:00;Atletico-MG;Coritiba;1;2;F
2014;30/11/2014;21:30:00;Atletico-PR;Goias;1;0;C
2014;30/11/2014;21:30:00;Bahia;Gremio;1;0;C
2014;06/12/2014;18:30:00;Corinthians;Criciuma;2;1;C
2014;06/12/2014;18:30:00;Figueirense;Internacional;1;2;F
2014;07/12/2014;19:00:00;Botafogo RJ;Atletico-MG;0;0;e
2014;07/12/2014;19:00:00;Coritiba;Bahia;3;2;C
2014;07/12/2014;19:00:00;Cruzeiro;Fluminense;2;1;C
2014;07/12/2014;19:00:00;Goias;Chapecoense-SC;4;2;C
2014;07/12/2014;19:00:00;Gremio;Flamengo RJ;1;1;e
2014;07/12/2014;19:00:00;Palmeiras;Atletico-PR;1;1;e
2014;07/12/2014;19:00:00;Sport Recife;Sao Paulo;1;0;C
2014;07/12/2014;19:00:00;Vitoria;Santos;0;1;F
2015;09/05/2015;22:30:00;Chapecoense-SC;Coritiba;2;1;C
2015;09/05/2015;22:30:00;Palmeiras;Atletico-MG;2;2;e
2015;10/05/2015;01:00:00;Fluminense;Joinville;1;0;C
2015;10/05/2015;15:00:00;Gremio;Ponte Preta;3;3;e
2015;10/05/2015;20:00:00;Atletico-PR;Internacional;3;0;C
2015;10/05/2015;20:00:00;Cruzeiro;Corinthians;0;1;F
2015;10/05/2015;20:00:00;Sao Paulo;Flamengo RJ;2;1;C
2015;10/05/2015;20:00:00;Sport Recife;Figueirense;4;1;C
2015;10/05/2015;22:30:00;Avai;Santos;1;1;e
2015;10/05/2015;22:30:00;Vasco;Goias;0;0;e
2015;16/05/2015;22:30:00;Coritiba;Gremio;2;0;C
2015;16/05/2015;22:30:00;Goias;Atletico-PR;2;0;C
2015;17/05/2015;01:00:00;Corinthians;Chapecoense-SC;1;0;C
2015;17/05/2015;15:00:00;Figueirense;Vasco;0;0;e
2015;17/05/2015;20:00:00;Atletico-MG;Fluminense;4;1;C
2015;17/05/2015;20:00:00;Flamengo RJ;Sport Recife;2;2;e
2015;17/05/2015;20:00:00;Santos;Cruzeiro;1;0;C
2015;17/05/2015;22:30:00;Internacional;Avai;1;0;C
2015;17/05/2015;22:30:00;Joinville;Palmeiras;0;0;e
2015;17/05/2015;22:30:00;Ponte Preta;Sao Paulo;1;0;C
2015;23/05/2015;22:30:00;Sao Paulo;Joinville;3;0;C
2015;23/05/2015;22:30:00;Vasco;Internacional;1;1;e
2015;24/05/2015;01:00:00;Gremio;Figueirense;1;0;C
2015;24/05/2015;15:00:00;Palmeiras;Goias;0;1;F
2015;24/05/2015;20:00:00;Atletico-PR;Atletico-MG;1;0;C
2015;24/05/2015;20:00:00;Avai;Flamengo RJ;2;1;C
2015;24/05/2015;20:00:00;Chapecoense-SC;Santos;1;0;C
2015;24/05/2015;20:00:00;Fluminense;Corinthians;0;0;e
2015;24/05/2015;22:30:00;Cruzeiro;Ponte Preta;1;1;e
2015;24/05/2015;22:30:00;Sport Recife;Coritiba;1;0;C
2015;30/05/2015;22:30:00;Coritiba;Avai;1;2;F
2015;30/05/2015;22:30:00;Ponte Preta;Chapecoense-SC;3;1;C
2015;31/05/2015;01:00:00;Joinville;Atletico-PR;1;2;F
2015;31/05/2015;15:00:00;Santos;Sport Recife;2;2;e
2015;31/05/2015;20:00:00;Atletico-MG;Vasco;3;0;C
2015;31/05/2015;20:00:00;Corinthians;Palmeiras;0;2;F
2015;31/05/2015;20:00:00;Goias;Gremio;1;1;e
2015;31/05/2015;20:00:00;Internacional;Sao Paulo;0;0;e
2015;31/05/2015;22:30:00;Figueirense;Cruzeiro;2;1;C
2015;31/05/2015;22:30:00;Flamengo RJ;Fluminense;2;3;F
2015;03/06/2015;23:30:00;Atletico-PR;Figueirense;1;0;C
2015;03/06/2015;23:30:00;Chapecoense-SC;Joinville;2;0;C
2015;03/06/2015;23:30:00;Vasco;Ponte Preta;0;3;F
2015;04/06/2015;01:00:00;Sao Paulo;Santos;3;2;C
2015;04/06/2015;02:00:00;Avai;Atletico-MG;1;4;F
2015;04/06/2015;02:00:00;Cruzeiro;Flamengo RJ;1;0;C
2015;04/06/2015;02:00:00;Gremio;Corinthians;3;1;C
2015;04/06/2015;20:00:00;Fluminense;Coritiba;2;0;C
2015;05/06/2015;01:00:00;Palmeiras;Internacional;1;1;e
2015;05/06/2015;01:00:00;Sport Recife;Goias;1;0;C
